solution,time
41380,0.003748178482055664
41677,0.021251916885375977
41587,0.006104469299316406
42235,0.01385045051574707
41515,0.006151914596557617
42784,0.0037527084350585938
42208,0.01596808433532715
42469,0.03142404556274414
42316,0.019052505493164062
42766,0.0157015323638916
42109,0.013891935348510742
42109,0.004118680953979492
41830,0.016653060913085938
40912,0.004296064376831055
41002,0.0065517425537109375
42280,0.003725767135620117
42028,0.011891365051269531
41335,0.006272554397583008
41713,0.03351163864135742
42379,0.0036759376525878906
42226,0.020710468292236328
42316,0.0036733150482177734
40921,0.0065042972564697266
42586,0.00641322135925293
42199,0.006116151809692383
41740,0.02133488655090332
41902,0.019673824310302734
40849,0.0038263797760009766
41515,0.009010791778564453
41947,0.006193637847900391
41785,0.016716718673706055
41515,0.009039878845214844
42532,0.019026756286621094
41677,0.003920078277587891
41722,0.006501913070678711
41479,0.021134138107299805
42046,0.011358022689819336
41425,0.003782510757446289
40309,0.01735067367553711
41641,0.0036792755126953125
41407,0.009402990341186523
42298,0.006438016891479492
42154,0.0036003589630126953
42757,0.003912448883056641
41803,0.009130716323852539
41578,0.010990619659423828
42037,0.009032726287841797
41362,0.011122465133666992
42145,0.014024734497070312
41164,0.006331443786621094
42352,0.00393366813659668
42415,0.006619930267333984
42622,0.013600349426269531
42532,0.006560564041137695
42694,0.003741025924682617
42433,0.011339426040649414
42217,0.011909008026123047
41668,0.0063402652740478516
41416,0.008895635604858398
42559,0.010961532592773438
42910,0.019000768661499023
42217,0.006096839904785156
42478,0.006385326385498047
42595,0.011678934097290039
42289,0.011534690856933594
41533,0.04215550422668457
41965,0.008429527282714844
42082,0.017069101333618164
41929,0.0038275718688964844
41956,0.014996051788330078
42622,0.047365665435791016
41290,0.003628253936767578
42811,0.0037841796875
41956,0.0061609745025634766
41875,0.011794567108154297
41488,0.0040585994720458984
40831,0.003937959671020508
41731,0.00426483154296875
41020,0.009683609008789062
43252,0.013908147811889648
41434,0.003815174102783203
42370,0.016011714935302734
42217,0.009083271026611328
42586,0.0064585208892822266
42613,0.011716127395629883
41173,0.00846552848815918
43243,0.016613483428955078
42190,0.0037109851837158203
42352,0.003659486770629883
42028,0.003780841827392578
41956,0.006367206573486328
42145,0.014407157897949219
41992,0.01636481285095215
42325,0.03633761405944824
41614,0.00621795654296875
43189,0.006333827972412109
41227,0.02448129653930664
42415,0.003664731979370117
42424,0.01618170738220215
41425,0.011174201965332031
