solution,time
56590,0.04176497459411621
56572,0.0365753173828125
56338,0.03999638557434082
56356,0.04215192794799805
56464,0.03814411163330078
56986,0.036936283111572266
56401,0.06203150749206543
56635,0.03888225555419922
56257,0.03397035598754883
56653,0.0346837043762207
56473,0.057852745056152344
56356,0.06877255439758301
56464,0.04168868064880371
56680,0.034572601318359375
57310,0.036267995834350586
56464,0.03656768798828125
56473,0.04224729537963867
56284,0.03819704055786133
56356,0.03630638122558594
56599,0.03571057319641113
56509,0.05336427688598633
56248,0.03331255912780762
56833,0.03991079330444336
56320,0.04418301582336426
56779,0.04132986068725586
56626,0.03435826301574707
56383,0.05353593826293945
56401,0.0381166934967041
56599,0.03578305244445801
56401,0.04301309585571289
56320,0.03473615646362305
56311,0.038794517517089844
56446,0.036180973052978516
56455,0.03958725929260254
56446,0.034232378005981445
56437,0.052381038665771484
56275,0.05564737319946289
56950,0.038437604904174805
56293,0.04893946647644043
56266,0.03596663475036621
56446,0.0400545597076416
56509,0.0355677604675293
56437,0.041112661361694336
57337,0.037154436111450195
56455,0.05872201919555664
56527,0.033530235290527344
56662,0.0563502311706543
56347,0.046918630599975586
56527,0.044777631759643555
56941,0.047107696533203125
56995,0.03513360023498535
56491,0.033941030502319336
56320,0.03470754623413086
56473,0.050050973892211914
56284,0.038088321685791016
56266,0.06148338317871094
56626,0.03583860397338867
56239,0.03371906280517578
56383,0.04504728317260742
56536,0.037602901458740234
56293,0.041094064712524414
56311,0.046666622161865234
56266,0.0395505428314209
56662,0.05332612991333008
56545,0.04956960678100586
56509,0.046965837478637695
56617,0.04887843132019043
56464,0.03902149200439453
56671,0.03664040565490723
56437,0.03398489952087402
56248,0.04640007019042969
56428,0.053442955017089844
56320,0.04231381416320801
56347,0.040049076080322266
56365,0.04053020477294922
56374,0.05296945571899414
56320,0.03358006477355957
56482,0.03380846977233887
56617,0.038681745529174805
56716,0.03751349449157715
56392,0.03668832778930664
56797,0.06537175178527832
56653,0.03439617156982422
56230,0.0338895320892334
56860,0.046465396881103516
56221,0.037996768951416016
56680,0.039992332458496094
56347,0.039794206619262695
56869,0.04000377655029297
56401,0.041288137435913086
56446,0.04314780235290527
56275,0.03704643249511719
56563,0.041164398193359375
56383,0.037302255630493164
56275,0.03770875930786133
56410,0.043228864669799805
56374,0.03477835655212402
56419,0.04394340515136719
57256,0.03699803352355957
56455,0.04053902626037598
