solution,time
49192,0.02088475227355957
49786,0.037325143814086914
51163,0.026378154754638672
48553,0.026885271072387695
50713,0.04007744789123535
49453,0.06324458122253418
50389,0.023178815841674805
50596,0.011047840118408203
48256,0.024338722229003906
51100,0.10802841186523438
48769,0.05073738098144531
49975,0.020976543426513672
50272,0.03535342216491699
51073,0.09128999710083008
51874,0.19309449195861816
50317,0.0841219425201416
49822,0.09702086448669434
50470,0.05384659767150879
47770,0.13744139671325684
49102,0.021190881729125977
49597,0.08138537406921387
50668,0.016878843307495117
49624,0.0656285285949707
49048,0.06838393211364746
50002,0.0864250659942627
50443,0.042459964752197266
50218,0.036168813705444336
49597,0.0467686653137207
52396,0.08184170722961426
49552,0.03050088882446289
47869,0.04859590530395508
51757,0.04538369178771973
50416,0.04037141799926758
51181,0.04947686195373535
49309,0.07495331764221191
50209,0.07284021377563477
48364,0.02031540870666504
48967,0.027107954025268555
51253,0.018686532974243164
48742,0.11815953254699707
50695,0.021616220474243164
49471,0.11298179626464844
49327,0.10451889038085938
49570,0.04932689666748047
48697,0.02666616439819336
51091,0.06327652931213379
50659,0.060334205627441406
49372,0.029932498931884766
50641,0.008409500122070312
51208,0.013402223587036133
50731,0.08072423934936523
51838,0.05894780158996582
50083,0.03299212455749512
48661,0.013867855072021484
48202,0.02982616424560547
49444,0.03918099403381348
49948,0.09148812294006348
51397,0.09848499298095703
49021,0.01722884178161621
50110,0.04944586753845215
49795,0.026107311248779297
50785,0.07607913017272949
50317,0.031149625778198242
51316,0.04946446418762207
49597,0.0075719356536865234
49003,0.04216480255126953
47005,0.08098244667053223
51001,0.18507838249206543
51190,0.04282879829406738
50155,0.07007694244384766
49507,0.026664018630981445
48670,0.028539657592773438
50884,0.052225589752197266
51910,0.033434391021728516
51712,0.19669747352600098
49444,0.09282875061035156
48625,0.03348135948181152
49426,0.05211472511291504
50245,0.03676867485046387
49822,0.02510380744934082
49714,0.02768540382385254
49579,0.011464357376098633
49399,0.08323240280151367
50344,0.029448270797729492
49462,0.02986764907836914
51739,0.09896588325500488
49525,0.020256757736206055
49120,0.07047367095947266
50461,0.0501408576965332
51235,0.02665114402770996
51469,0.05407094955444336
48895,0.021761178970336914
50083,0.19709515571594238
49228,0.052463531494140625
48895,0.07916545867919922
51541,0.017113685607910156
48886,0.07781219482421875
49930,0.017892837524414062
49255,0.0965878963470459
50254,0.04009675979614258
50326,0.04241442680358887
47653,0.036980628967285156
51172,0.057413578033447266
49102,0.049909353256225586
48904,0.0164947509765625
50686,0.04476428031921387
49318,0.02743244171142578
52144,0.08433055877685547
49831,0.07912778854370117
50371,0.11831879615783691
49660,0.029291629791259766
50110,0.19995498657226562
52252,0.0824275016784668
50137,0.007608175277709961
49768,0.08439755439758301
50686,0.09685683250427246
49606,0.01516270637512207
49273,0.02570056915283203
50884,0.04797005653381348
52027,0.015673398971557617
49867,0.020882368087768555
49093,0.05122256278991699
51658,0.0555872917175293
50821,0.015177726745605469
49489,0.015428781509399414
48571,0.04755663871765137
49831,0.04383277893066406
49048,0.02677607536315918
50335,0.06999635696411133
50155,0.11964297294616699
50020,0.041034698486328125
49804,0.02418375015258789
48976,0.04736161231994629
49561,0.03246045112609863
50200,0.017315149307250977
50146,0.05350017547607422
49408,0.059783935546875
49633,0.04340839385986328
48742,0.017069101333618164
49714,0.09470844268798828
50686,0.04171609878540039
50569,0.04513072967529297
49606,0.10187005996704102
51064,0.022665739059448242
51226,0.035423994064331055
50956,0.020006895065307617
50137,0.027925968170166016
50650,0.0838615894317627
50200,0.031687259674072266
51424,0.04317331314086914
49174,0.05211687088012695
50353,0.03565502166748047
49030,0.08137702941894531
51181,0.014076709747314453
49102,0.08563780784606934
50740,0.11066365242004395
50938,0.029955625534057617
49876,0.09563255310058594
48058,0.010375499725341797
47869,0.08515501022338867
51001,0.02622699737548828
48346,0.031310319900512695
50335,0.05746579170227051
49435,0.06312441825866699
50893,0.08471870422363281
50776,0.02425217628479004
48985,0.10131978988647461
49426,0.047341108322143555
49336,0.01661515235900879
49732,0.036034345626831055
51973,0.05510520935058594
50551,0.07440376281738281
50497,0.02289581298828125
49903,0.07650995254516602
49867,0.026384353637695312
48949,0.03319811820983887
48715,0.13563799858093262
51532,0.03869175910949707
51298,0.11276006698608398
49309,0.01975727081298828
49390,0.07270216941833496
51307,0.09330224990844727
49048,0.03519606590270996
49705,0.045998334884643555
49993,0.054878950119018555
48031,0.029689788818359375
49723,0.029757261276245117
49498,0.09901714324951172
50164,0.023906707763671875
50920,0.04530644416809082
47662,0.06246662139892578
51082,0.057420969009399414
50452,0.12885522842407227
50560,0.05685997009277344
49768,0.020764589309692383
48949,0.04764103889465332
50857,0.08572936058044434
50011,0.06370234489440918
49696,0.04082894325256348
51199,0.12083768844604492
50677,0.07283997535705566
50209,0.04079389572143555
51568,0.01990652084350586
49489,0.03357505798339844
50578,0.025858163833618164
50137,0.08668875694274902
49462,0.09112262725830078
51334,0.1011819839477539
49903,0.042022705078125
50002,0.017368316650390625
50758,0.029840707778930664
48751,0.06748294830322266
51973,0.030323028564453125
47734,0.09387898445129395
51226,0.028643131256103516
49363,0.07266688346862793
50920,0.06479096412658691
50290,0.09995436668395996
49084,0.1663358211517334
49309,0.04861879348754883
49894,0.06324362754821777
51316,0.01019740104675293
48796,0.05478096008300781
50443,0.045445919036865234
49606,0.020134449005126953
49750,0.022591590881347656
50371,0.06694746017456055
49912,0.026953697204589844
51514,0.02562856674194336
49489,0.05379891395568848
50821,0.026507139205932617
48859,0.05673527717590332
48517,0.05641007423400879
51118,0.04244661331176758
50542,0.0650780200958252
50200,0.05223250389099121
50380,0.07639813423156738
51451,0.013695001602172852
48526,0.11860942840576172
51658,0.04530763626098633
51217,0.07952284812927246
48760,0.07261514663696289
48265,0.016669273376464844
49489,0.029596328735351562
50650,0.031922101974487305
51982,0.12373161315917969
47770,0.05019402503967285
49804,0.0390172004699707
51244,0.06555700302124023
49723,0.13200712203979492
48904,0.06651592254638672
50389,0.02604055404663086
49876,0.10501837730407715
48985,0.052710533142089844
51199,0.11539673805236816
50425,0.026236534118652344
50821,0.010606765747070312
49264,0.03553628921508789
51109,0.02036118507385254
49957,0.0687103271484375
50182,0.10438990592956543
49615,0.14516925811767578
51118,0.11160826683044434
49624,0.10578751564025879
49381,0.02405524253845215
49507,0.03343915939331055
50884,0.024149656295776367
50272,0.014093875885009766
51550,0.03264498710632324
47752,0.04330158233642578
49012,0.04270005226135254
51919,0.0316925048828125
48634,0.11360502243041992
49480,0.15712380409240723
48931,0.023359060287475586
49021,0.049094200134277344
