solution,time
36007,26.513272285461426
35548,26.775553226470947
35980,27.995989084243774
35800,27.238593339920044
35332,26.141021966934204
35557,26.41516947746277
35962,26.928450107574463
35818,27.410557508468628
36052,26.662084817886353
35764,27.072266817092896
35386,27.41426682472229
35512,27.57874035835266
35764,29.098748207092285
35656,27.383551597595215
36241,27.14261245727539
35773,25.898189306259155
35908,27.907601833343506
35530,28.49273705482483
36016,26.570536136627197
35719,26.984804391860962
35818,26.646700382232666
35719,29.098318338394165
35863,27.030460357666016
35683,27.35274314880371
35575,27.00758671760559
35548,27.53361701965332
35854,27.015119791030884
35503,27.215160608291626
35458,27.044111013412476
35836,26.74980139732361
35539,27.649086475372314
35728,26.177427053451538
35962,27.18198561668396
35935,28.028603076934814
36277,26.77152371406555
35611,26.687734603881836
35755,27.521710634231567
35530,27.312009811401367
35818,25.897932291030884
35962,28.213358640670776
35602,27.44630479812622
35548,27.625295162200928
35854,26.401843547821045
35755,27.28836941719055
36430,27.06502079963684
35953,26.638537883758545
35962,27.492595911026
36259,26.097047090530396
35440,26.778384685516357
35512,27.289294719696045
35791,26.484065055847168
35368,26.763821840286255
35854,26.792469263076782
35638,27.459484338760376
36304,28.300594091415405
35620,26.99261474609375
35980,26.518051385879517
35944,26.448607444763184
35836,27.440860509872437
35467,28.55812692642212
35854,27.639827489852905
35584,26.350104331970215
35746,26.63151240348816
35494,27.002630710601807
35647,27.268999576568604
35890,26.171353578567505
35638,27.805083513259888
35593,28.177209615707397
35611,26.324074745178223
35521,26.90426540374756
36169,28.07030701637268
35692,26.66749906539917
35782,27.810694217681885
35746,27.683042287826538
35404,26.929789304733276
36322,27.73970103263855
35404,26.951509475708008
35998,26.797937870025635
35728,27.635162115097046
35971,27.30072259902954
36115,26.54305100440979
35836,26.637904405593872
35773,26.798898696899414
36151,28.240963459014893
35746,26.64823603630066
35755,26.323975324630737
36178,26.847045421600342
35701,26.537312984466553
35467,28.546857595443726
35782,27.51558494567871
35584,27.239701986312866
35962,25.948448419570923
36016,28.494773149490356
35845,26.293747663497925
35557,27.822930574417114
36043,27.020164251327515
35782,26.66562843322754
36043,27.648751974105835
35665,27.754368782043457
35836,26.54844903945923
36007,27.889126300811768
36241,26.938093662261963
35548,27.164934396743774
35557,27.032629251480103
35944,26.622497081756592
35377,27.18413543701172
36268,27.403963565826416
35728,26.023153066635132
35836,26.61985993385315
35737,26.667720079421997
